sr_no,date,startup_name,industry_vertical,city_location,investors_name,investmentntype,amount_in_usd,year,month
1,2020-09-01,BYJU’S,E-Tech,Bangalore,Tiger Global Management,Private Equity Round,200000000.0,2020,9
3,2020-09-01,Mamaearth,E-commerce,Bangalore,Sequoia Capital India,Series B,18358860.0,2020,9
4,2020-02-01,https://www.wealthbucket.in/,FinTech,New Delhi,Vinod Khatumal,Pre-series A,3000000.0,2020,2
5,2020-02-01,Fashor,Fashion and Apparel,Mumbai,Sprout Venture Partners,Seed Round,1800000.0,2020,2
7,2020-10-01,Zomato,Hospitality,Gurgaon,Ant Financial,Private Equity Round,150000000.0,2020,10
8,2019-12-12,Ecozen,Technology,Pune,Sathguru Catalyzer Advisors,Series A,6000000.0,2019,12
9,2019-06-12,CarDekho,E-Commerce,Gurgaon,Ping An Global Voyager Fund,Series D,70000000.0,2019,6
10,2019-03-12,Dhruva Space,Aerospace,Bangalore,"Mumbai Angels, Ravikanth Reddy",Seed,50000000.0,2019,3
16,2019-11-12,Rein Games,Gaming,Noida,Manipal Education and Medical Group (MEMG),Seed Round,50000000.0,2019,11
25,2019-12-11,SuperGaming,Video Games,Pune,Dream Incubator,Seed Funding,1300000.0,2019,12
27,2019-11-11,eBikeGo,Last Mile Transportation,Other,Startup Buddy,Seed,300000.0,2019,11
33,2019-04-10,Dunzo,Customer Service,Bangalore,Lightbox,Series D,45000000.0,2019,4
34,2019-02-10,Udaan,B2B,Bangalore,"Altimeter Capital, DST Global",Series D,585000000.0,2019,2
36,2019-05-09,FPL Technologies,FinTech,Pune,"Matrix Partners India, Sequoia India",Maiden Round,4500000.0,2019,5
37,2019-04-09,Cashflo,FinTech,Mumbai,SAIF Partners,Series A,3300000.0,2019,4
38,2019-04-09,Digital F5,"Advertising, Marketing",Mumbai,TIW Private Equity,Private Equity Round,6000000.0,2019,4
39,2019-04-09,3rdFlix,SaaS,Hyderabad,Exfinity Venture Partners,pre-series A,5000000.0,2019,4
40,2019-04-09,75F,IoT,Other,Breakthrough Energy Ventures,Series A,18000000.0,2019,4
41,2019-04-09,Myelin Foundry,Information Technology,Bangalore,Endiya Partners,Seed,1000000.0,2019,4
42,2019-04-09,Atomberg Technology,Consumer Technology,Mumbai,A91 Partners,Series A,10000000.0,2019,4
43,2019-04-09,GOQii,Health and Wellness,Other,Bennett Coleman and Company Ltd (BCCL),Series C,450000000.0,2019,4
44,2019-03-09,Vyapar App,Accounting,Bangalore,"India Quotient, Axilor Ventures",Series A,5000000.0,2019,3
45,2019-01-08,CarDekho,E-Commerce,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000.0,2019,1
46,2019-01-08,Progcap,Finance,New Delhi,Sequoia India,Series A,5000000.0,2019,1
47,2019-01-08,MyPetrolPump,Retail,Bangalore,,Seed Funding Round,1600000.0,2019,1
48,2019-01-08,Alteria Capital,Finance,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000.0,2019,1
49,2019-01-08,Pine Labs,Information Technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000.0,2019,1
50,2019-12-08,Meesho,E-Commerce,Bangalore,Naspers,Series D,125000000.0,2019,12
62,2019-02-07,RenewBuy,Finance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,19000000.0,2019,2
63,2019-02-07,Atlan,Information Technology,Other,WaterBridge Ventures,Pre-Series A,2500000.0,2019,2
64,2019-01-07,WizCounsel,Compliance,New Delhi,Kapil Dev,Angel,145000.0,2019,1
65,2019-03-07,Ola Cabs,Transport,Other,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,1000000.0,2019,3
66,2019-01-07,Uniphore,Artificial Intelligence,Other,March Capital Partners,Series C,38080000.0,2019,1
67,2019-04-07,Daalchini Technologies,Food and Beverage,New Delhi,Artha Venture,Seed Round,500000.0,2019,4
68,2019-10-07,"""BYJU\\'S""",EdTech,Bangalore,Qatar Investment Authority,Private Equity Round,150000000.0,2019,10
69,2019-11-07,Moglix,E-Commerce,Other,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,60000000.0,2019,11
70,2019-10-07,Ezyhaul,Tech,Other,Undisclosed,Series B,16000000.0,2019,10
71,2019-10-07,Indus OS,Tech,Other,Ventureast,Series B,5750000.0,2019,10
72,2019-10-07,HealthAssure,Health Care,Mumbai,Blume Ventures,Series A,2500000.0,2019,10
73,2019-09-07,House of Msasaba,Luxury Label,Mumbai,Binny Bansal,Series A,1000000.0,2019,9
74,2019-08-07,Board Infinity,EdTech,Other,Multiple Angel Investors,Angel Round,319605.0,2019,8
75,2019-05-06,NoBroker,E-Commerce,Bangalore,General Atlantic,Series C,51000000.0,2019,5
76,2019-04-06,Bira91,Food and Beverage,New Delhi,Anicut Capital,Debt Funding,10000000.0,2019,4
77,2019-03-06,FabHotels,E-Commerce,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",,4889975.54,2019,3
78,2019-03-06,Avail Finance,Finance,Bangalore,Matrix Partners,Series A,9000000.0,2019,3
79,2019-04-06,BharatPe,Finance,New Delhi,Insight Partners,Series B,75000000.0,2019,4
80,2019-04-06,Recykal,Waste Management Service,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",pre-Series A,26000000.0,2019,4
81,2019-03-06,Agara Labs,Deep-Tech,Bangalore,Blume Ventures and RTP Global,pre-Series A,2500000.0,2019,3
82,2019-06-06,Sistema.bio,Agriculture,Other,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",,2739034.68,2019,6
83,2019-06-06,Chakr Innovation,Energy,New Delhi,IAN Fund,Series A,26000000.0,2019,6
84,2019-06-06,Pratilipi,Digital Media,Bangalore,Qiming Venture Partners,Series B,15109500.0,2019,6
85,2019-10-06,Bolo App,Digital Media,Bangalore,Nexus Venture Partners,Seed Funding,430200.0,2019,10
86,2019-10-06,OkCredit,FinTech,Other,Tiger Global Management,Series A,15500000.0,2019,10
87,2019-06-06,Biz2Credit,FinTech,Other,WestBridge Capital,Series B,52000000.0,2019,6
88,2019-08-06,Vogo Automotive Pvt. Ltd.,Transportation,Other,Alteria Capital,Debt Funding,3584000.0,2019,8
89,2019-04-06,Leegality,Services,Mumbai,Mumbai Angels,Series A,3400000.0,2019,4
91,2019-06-05,Saahas Zero Waste,Waste Management Service,Bangalore,C4D Partners,Venture - Series Unknown,868600.0,2019,6
93,2019-01-05,BlackBuck,Transport,Bangalore,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,150000000.0,2019,1
94,2019-02-05,Zenoti,Saas,Hyderabad,Tiger Global Management,Series C,50000000.0,2019,2
100,2019-12-04,Medlife,E-commerce,Bangalore,Prasid Uno Family Trust,Private Equity,17000000.0,2019,12
101,2019-10-04,Kabadiwala,E-commerce,Other,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,430665.0,2019,10
103,2019-12-04,Azah,Health and Wellness,Gurgaon,Unnamed angel investors,Seed Funding,200000.0,2019,12
104,2019-11-04,Setu,Fintech,Bangalore,Lightspeed India Partners,Seed Funding,3500000.0,2019,11
105,2019-10-04,Toppr,Edtech,Mumbai,Milestone,Debt and Preference capital,6320820.0,2019,10
106,2019-10-04,Craftsvilla,E-commerce,Mumbai,Supera Pte Ltd,Inhouse Funding,2443495.0,2019,10
107,2019-10-04,Unacademy,Edtech,Bangalore,Kalyan Krishnamurthy,Seed/ Angel Funding,307000.0,2019,10
108,2019-11-04,CleverTap,SaaS,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,26000000.0,2019,11
114,2019-08-02,Zilingo,Ecommerce,Other,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,226000000.0,2019,8
117,2019-03-01,CarDekho,Automobile,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,110000000.0,2019,3
118,2019-04-01,Vyome Therapeutics Inc.,Health and Wellness,Other,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,22000000.0,2019,4
119,2019-04-01,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,5000000.0,2019,4
120,2018-04-12,Manch,Social Media,New Delhi,Stellaris Venture Partners,Seed Funding,700000.0,2018,4
121,2018-01-12,UrbanClap Technologies Pvt. Ltd,Services Platform,New Delhi,Steadview Capital and Vy Capital.,Series D,50000000.0,2018,1
122,2018-02-12,Guiddoo,Travel Tech,Mumbai,Individual Investors,Pre-Series A,800000.0,2018,2
123,2018-02-12,Career Anna,Online Education,Gurgaon,Individual Investors,Pre-Series A,572000.0,2018,2
124,2018-04-12,Nagpur Wholesale,Online Marketplace,Other,Omphalos Ventures India LLP,Seed Funding,143000.0,2018,4
125,2018-06-12,ShopKirana,B2B,Other,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,2000000.0,2018,6
126,2018-06-12,BuildSupply,"SaaS, Ecommerce",Gurgaon,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,3500000.0,2018,6
127,2018-01-11,GoDesi,Food and Beverage,Bangalore,Lead Angels Network,Seed/ Angel Funding,138995.0,2018,1
128,2018-03-11,Veritas Finance Ltd.,NBFC,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,27799000.0,2018,3
129,2018-06-11,Meesho,Ecommerce,Bangalore,"Shunwei Capital, DST Partners and RPS Ventures",Series C,50000000.0,2018,6
130,2018-08-11,Mobile Premier League,Gaming,Bangalore,Undisclosed,Series A,500000.0,2018,8
131,2018-08-11,A&R Bon Vivants,Food,Jaipur,"RB Investments, Singapore",Equity,1000000.0,2018,8
132,2018-12-11,Blackbuck,Food Tech,Other,Tiger Global,Series A,1000000.0,2018,12
133,2018-12-11,MilkBAsket,Food,New Delhi,Mayfield Fund,Series B,1300000.0,2018,12
146,2018-02-10,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,11000000.0,2018,2
147,2018-04-10,Grover Zampa,Food,Mumbai,Ravi Viswanathan,Private Equity,8200000.0,2018,4
148,2018-05-10,Droom,Automobile,Gurgaon,ZigExN,Series E,3000000.0,2018,5
149,2018-11-10,Innov8,Real Estate,New Delhi,Credence Family Office,Pre-Series A,4000000.0,2018,11
150,2018-12-10,Blackbuck,Logistics Tech,Bangalore,Sequoia Capital India,Private Funding,14680000.0,2018,12
151,2018-12-10,LetsTransport,Logistics Tech,Bangalore,Fosun International,Series C,12000000.0,2018,12
152,2018-01-09,Netmeds,Consumer Internet,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,35000000.0,2018,1
153,2018-03-09,Udaan,B2B Platform,Bangalore,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,225000000.0,2018,3
154,2018-03-09,Daily hunt,Consumer Internet,Bangalore,Falcon Edge,Private Equity,6390000.0,2018,3
155,2018-04-09,3HCare,Healthcare,New Delhi,,Seed / Angel Funding,1000000.0,2018,4
157,2018-05-09,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,157200000.0,2018,5
159,2018-06-09,Dream11,Consumer Internet,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,100000000.0,2018,6
160,2018-10-09,MamaEarth,Healthcare,Gurgaon,Stellaris Ventures & Others,Private Equity,4000000.0,2018,10
161,2018-11-09,AutoGrid,Technology,Bangalore,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,32000000.0,2018,11
162,2018-11-09,Pharmeasy,Consumer Internet,Mumbai,InnoVen Capital,Debt Funding,5500000.0,2018,11
163,2018-11-09,Upwards,Fin-Tech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,5000000.0,2018,11
164,2018-12-09,Kissht,Fin-Tech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,30000000.0,2018,12
165,2018-01-08,dishq,Food-Tech,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,400000.0,2018,1
167,2018-02-08,Samosa Labs,Consumer Internet,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,7000000.0,2018,2
168,2018-03-08,ZiffyHomes,Consumer Internet,Gurgaon,Y Combinator,Private Equity,120000.0,2018,3
169,2018-07-08,My OmNamo,Consumer Internet,Mumbai,,Seed/ Angel Funding,1000000.0,2018,7
170,2018-07-08,ShopX,Consumer Internet,Bangalore,Fung Strategic Holdings,Private Equity,35000000.0,2018,7
171,2018-07-08,MakeMyTrip,Consumer Internet,Gurgaon,MakeMyTrip Limited,Private Equity,10000000.0,2018,7
172,2018-08-08,Hansel io,Consumer Internet,Bangalore,Vertex Ventures,Seed/ Angel Funding,4000000.0,2018,8
173,2018-08-08,Metro Bikes,Consumer Internet,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,12200000.0,2018,8
174,2018-08-08,Phone Pe,Consumer Internet,Bangalore,Flipkart,Private Equity,66000000.0,2018,8
175,2018-09-08,quizizz,Ed-Tech,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,3000000.0,2018,9
176,2018-09-08,Happy EMI,Fin-Tech,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,1000000.0,2018,9
191,2018-02-07,Biryani By Kilo,Consumer Internet,Gurgaon,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,1000000.0,2018,2
192,2018-04-07,Anchanto,IT,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000.0,2018,4
194,2018-06-07,PolicyBazaar,Consumer Internet,Gurgaon,Info Edge (India) Ltd and Temasek,Private Equity,27700000.0,2018,6
195,2018-09-07,zippserv,Consumer Internet,Bangalore,Info Edge (India) Ltd,Seed/ Angel Funding,440000.0,2018,9
196,2018-09-07,Groww,Consumer Internet,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000.0,2018,9
197,2018-10-07,Avenue Growth,Consumer Internet,Gurgaon,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,437000.0,2018,10
199,2018-10-07,Kinara Capital,Finance,Bangalore,ResponsAbility,Private Equity,5000000.0,2018,10
200,2018-10-07,Shop 101,Consumer Internet,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,5000000.0,2018,10
201,2018-11-07,Sambandh,Consumer Internet,Other,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000.0,2018,11
202,2018-12-07,19th mile,IT,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180000.0,2018,12
203,2018-12-07,5th Vital,Healthcare,Bangalore,Brand Capital and Others,Seed/ Angel Funding,500000.0,2018,12
226,2018-01-06,CoinTribe,Finance,Gurgaon,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0,2018,1
227,2018-04-06,Digiconectt,Technology,Bangalore,Aspire Logistics LLC,Seed/ Angel Funding,125000.0,2018,4
231,2018-07-06,Annapurna Finance,Finance,Other,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000.0,2018,7
232,2018-07-06,Meesho,Consumer Internet,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000.0,2018,7
233,2018-10-06,AyeFinance,Finance,Gurgaon,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000.0,2018,10
235,2018-12-06,Alpha Capital,Finance,Mumbai,Alpha Capital,Private Equity,14800000.0,2018,12
236,2018-12-06,eshakti,E-Commerce,Chennai,Paragon Partners,Private Equity,10100000.0,2018,12
237,2018-12-06,Daily Ninja,Consumer Internet,Bangalore,Saama Capital and Sequoia Capital,Seed/ Angel Funding,3000000.0,2018,12
258,2018-02-05,OpenTap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0,2018,2
259,2018-02-05,Bizongo,Consumer Internet,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000.0,2018,2
260,2018-03-05,Disprz,IT,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0,2018,3
261,2018-07-05,PaisaDukan,Consumer Internet,Mumbai,,Seed / Angel Funding,225000.0,2018,7
262,2018-09-05,i3sysytems,Technology,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000000.0,2018,9
263,2018-11-05,Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,949000.0,2018,11
281,2018-02-04,Fitternity,Consumer Internet,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000.0,2018,2
282,2018-02-04,Synctag,Technology,Other,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307600.0,2018,2
284,2018-02-04,Finzy,Consumer Internet,Bangalore,,Seed / Angel Funding,1300000.0,2018,2
285,2018-04-04,Varthana,Finance,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000.0,2018,4
286,2018-05-04,IndigoLearn,Ed-Tech,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150000.0,2018,5
287,2018-05-04,Vedantu,Ed-Tech,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,2018,5
288,2018-09-04,Kaleidofin,Fiinance,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0,2018,9
289,2018-09-04,Pipabella,Consumer Internet,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000.0,2018,9
291,2018-09-04,Kriger Campus,Ed-Tech,New Delhi,,Seed / Angel Funding,46140.0,2018,9
293,2018-10-04,TravelTriangle,Consumer Internet,Gurgaon,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000.0,2018,10
294,2018-12-04,Letsmd,Healthcare,New Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,1000000.0,2018,12
295,2018-12-04,AyeFinance,Finance,Gurgaon,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600000.0,2018,12
317,2018-01-03,Buddy4studdy,Consumer Internet,Noida,CBA Capital and others,Private Equity,3000000.0,2018,1
318,2018-01-03,Urban Ladder,E-Commerce,Bangalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000.0,2018,1
319,2018-03-03,Kuvera,Consumer Internet,Bangalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,250000.0,2018,3
320,2018-04-03,Gramophone,Technology,Other,InfoEdge,Seed/Angel Funding,1000000.0,2018,4
321,2018-05-03,Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2100000.0,2018,5
322,2018-05-03,MedGenome,Healthcare,Bangalore,"HDFC Life, HDFC Asset Management",Private Equity,10000000.0,2018,5
323,2018-05-03,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,6000000.0,2018,5
324,2018-05-03,Hotelogix,Technology,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,5000000.0,2018,5
325,2018-04-03,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,1100000.0,2018,4
326,2018-06-03,Ad2pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000.0,2018,6
327,2018-06-03,Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,7600000.0,2018,6
328,2018-08-03,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,38400000.0,2018,8
329,2018-08-03,Magicpin,Consumer Internet,Gurgaon,Trifecta Capital,Debt Funding,1000000.0,2018,8
330,2018-12-03,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,1000000.0,2018,12
351,2018-01-02,BigBasket,Consumer Internet,Bangalore,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300000000.0,2018,1
352,2018-01-02,Zomato,Food and Beverages,Gurgaon,Ant Financials,Private Equity,200000000.0,2018,1
353,2018-05-02,Pratilipi,Publishing,Bangalore,Omidyar Network,Private Equity,4300000.0,2018,5
354,2018-05-02,Asia Institute Of Medical Science,Healthcare,Other,CDC Group Plc,Private Equity,21000000.0,2018,5
355,2018-05-02,CollegeDekho,Consumer Internet,Gurgaon,"Man Capital LLP, Girnar Software, Others",Private Equity,2000000.0,2018,5
357,2018-06-02,Healthi,Healthcare,Bangalore,Montane Ventures,Private Equity,3100000.0,2018,6
358,2018-07-02,Swiggy,Food and Beverages,Bangalore,Naspers,Private Equity,100000000.0,2018,7
359,2018-08-02,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,100000000.0,2018,8
360,2018-08-02,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,50000000.0,2018,8
361,2018-09-02,healthifyme,Healthcare,Bangalore,Sistema Asia Fund,Private Equity,12000000.0,2018,9
363,2018-09-02,Rupeek,Consumer Internet,Bangalore,"Accel Partners, Sequoia Capital",Private Equity,6830000.0,2018,9
365,2018-12-02,Lendingkart,Finance,Bangalore,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000.0,2018,12
367,2018-12-02,Cashify,E-Commerce,Gurgaon,Trifecta Capital,Debt Funding,935089.0,2018,12
393,2018-04-01,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,15700000.0,2018,4
396,2018-09-01,Lendingkart,Finance,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000.0,2018,9
397,2018-09-01,Kinsane Entertainment Inc,Entertainment,Mumbai,,Seed/Angel Funding,2500000.0,2018,9
398,2018-10-01,Tapzo,Technology,Bangalore,RuNet & Other,Private Equity,1930000.0,2018,10
399,2018-10-01,Appario Retail Pvt Ltd.,E-commerce,New Delhi,Amazon-Patni JV,Private Equity,18840000.0,2018,10
400,2018-10-01,Samunnati,Finance,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000.0,2018,10
401,2018-10-01,Sahajanand Medical Technologies,Technology,Other,Morgan Stanley Private Equity Asia,Private Equity,36230000.0,2018,10
402,2018-12-01,Kuants,Technology,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000.0,2018,12
403,2018-12-01,Razorpay,Technology,Bangalore,"Tiger Global, Y Combinator",Private Equity,20000000.0,2018,12
430,2017-05-12,Dunzo,Technology,Bangalore,Google,Private Equity,12300000.0,2017,5
431,2017-05-12,Tata Housing,Real Estate,Mumbai,Hines,Private Equity,23000000.0,2017,5
432,2017-05-12,HandyTrain,Technology,Other,NB Ventures,Private Equity,1000000.0,2017,5
433,2017-05-12,Mobycy,Technology,Gurgaon,Undisclosed Investors,Seed/Angel Funding,500000.0,2017,5
434,2017-06-12,Greenlight Planet,Technology,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,60000000.0,2017,6
435,2017-06-12,Fintobox,Technology,Chennai,Lightbox,Private Equity,7000000.0,2017,6
436,2017-07-12,Mswipe,Technology,Mumbai,Eduardo Saverin,Private Equity,10000000.0,2017,7
437,2017-07-12,The Label Life,E-Commerce,Mumbai,Kalpvriksh,Private Equity,3100000.0,2017,7
438,2017-07-12,Cygnus Hospitals,Healthcare,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,750000.0,2017,7
439,2017-07-12,eShakti,Ecommerce,Chennai,IDG Ventures,Debt Funding,2300000.0,2017,7
440,2017-08-12,Inshorts,Technology,Noida,Tiger Global,Private Equity,5000000.0,2017,8
441,2017-11-12,Vahdam Tea,E-Commerce,New Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,1500000.0,2017,11
442,2017-11-12,Logic Roots,Technology,Mumbai,Village Capital,Seed/Angel Funding,50000.0,2017,11
443,2017-11-12,Project Mudra,Technology,Bangalore,Village Capital,Seed/Angel Funding,50000.0,2017,11
444,2017-11-12,Furlenco,Technology,Bangalore,Aamir Khan,Debt Funding,1200000.0,2017,11
445,2017-12-12,I Can Stay,Technology,New Delhi,HT Media,Private Equity,1800000.0,2017,12
447,2017-12-12,Simility,Technology,Hyderabad,Accel Partners,Private Equity,17500000.0,2017,12
448,2017-12-12,Shopholix,E-Commerce,Gurgaon,Munesh Khanna,Seed/Angel Funding,233000.0,2017,12
472,2017-02-11,Prest Loans,Finance,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,570000.0,2017,2
